timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 00:06:18,6,59,1.0,0.9845267459399558,1.0,0.9883808095952025,0.9726205328822016,1.0,0.9529317909852413,0.9864618148623693,1.0,0.9919743178170144,0.990268954244622,1.0,0.9874686716791979,0.9764918166645864,1.0,0.9989285714285714,0.9864446068404537,1.0,1.0,0.9927301457108778,1.0,0.9885263087864612,0.9842206595921523,1.0
