Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.9968,0.9742,0.9990,0.6045
0,cable,100.00,0.7485,0.5514,0.8530,0.1957
0,capsule,100.00,0.8436,0.9540,0.9578,0.3739
1,carpet,100.00,0.8122,0.9811,0.9354,0.3793
1,grid,100.00,0.4503,0.8669,0.7587,0.0783
1,hazelnut,100.00,0.9961,0.9797,0.9976,0.5316
2,leather,100.00,0.9168,0.9881,0.9734,0.2941
2,metal_nut,100.00,0.9873,0.8732,0.9970,0.4811
2,pill,98.80,0.9474,0.9727,0.9905,0.5517
3,screw,100.00,0.7336,0.9543,0.8685,0.1128
3,tile,96.58,0.8914,0.6872,0.9617,0.2018
3,toothbrush,95.24,0.8056,0.9739,0.9165,0.2947
4,transistor,100.00,0.7988,0.6644,0.7291,0.3155
4,wood,100.00,0.8193,0.8914,0.9332,0.3050
4,zipper,100.00,0.9212,0.9712,0.9686,0.3056
Mean,Overall,99.37,0.8446*,0.8856*,0.9227*,0.3350*
