Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9649,1.0000,0.4609
1,cable,100.00,0.9953,0.9774,0.9973,0.6464
2,capsule,100.00,0.9585,0.9844,0.9905,0.3266
3,carpet,100.00,0.9896,0.9808,0.9970,0.3880
4,grid,100.00,0.9916,0.9756,0.9972,0.1936
5,hazelnut,100.00,1.0000,0.9840,1.0000,0.4896
6,leather,100.00,1.0000,0.9803,1.0000,0.2123
7,metal_nut,100.00,1.0000,0.9814,1.0000,0.8365
8,pill,100.00,0.9839,0.9883,0.9972,0.7926
9,screw,100.00,0.9336,0.9860,0.9732,0.2170
10,tile,100.00,1.0000,0.9556,1.0000,0.6374
11,toothbrush,100.00,0.9000,0.9806,0.9540,0.4082
12,transistor,100.00,1.0000,0.9675,1.0000,0.6481
13,wood,100.00,0.9886,0.9229,0.9966,0.3376
14,zipper,100.00,0.9908,0.9736,0.9976,0.2994
Mean,Overall,100.00,0.9821*,0.9736*,0.9934*,0.4596*
