metric,value
experiment_name,Version5.5-Dir2-DualBranch
strategy,MoLE-Flow
final_average_img_auc,0.48740550012957873
final_average_pixel_auc,0.3973609182263144
final_average_img_ap,0.6529324776096377
final_average_pixel_ap,0.022013813514739047
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,0.17255434782608695
leather_pixel_auc,0.37911822998973094
leather_img_ap,0.6064230739672437
leather_pixel_ap,0.00465372836987337
grid_img_auc,0.3450292397660819
grid_pixel_auc,0.5126407632662074
grid_img_ap,0.6473848975974343
grid_pixel_ap,0.0069205332376138405
transistor_img_auc,0.5179166666666667
transistor_pixel_auc,0.581911762738363
transistor_img_ap,0.38893845715000674
transistor_pixel_ap,0.0751325541637207
screw_img_auc,0.9141217462594794
screw_pixel_auc,0.11577291691095629
screw_img_ap,0.9689834817238657
screw_pixel_ap,0.0013484382877482718
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.48740550012957873
oracle_mean_pixel_auc,0.3973609182263144
