timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 01:02:14,0,59,1.0,0.9784474263573026,1.0,1.0,0.9784474263573026,1.0
