timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 23:43:36,6,99,0.8864000000000001,0.8624398931220835,1.0,0.8866666666666666,0.957693107613983,1.0,0.9792000000000001,0.9797843271329897,1.0,0.9328,0.9488896788870392,1.0,0.9302,0.9341480143208761,1.0,0.8636,0.8989626187776902,1.0,0.6802,0.7770983903083194,1.0,0.8798666666666667,0.9084308614518546,1.0
