Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8864,0.8624,0.9041,0.0540
1,capsules,100.00,0.8867,0.9577,0.9347,0.2808
2,cashew,100.00,0.9792,0.9798,0.9887,0.7176
3,chewinggum,99.33,0.9328,0.9435,0.9688,0.1350
4,fryum,100.00,0.9302,0.9341,0.9646,0.3031
5,macaroni1,100.00,0.8636,0.8990,0.8487,0.0262
6,macaroni2,100.00,0.6802,0.7771,0.6273,0.0072
7,pcb1,100.00,0.9468,0.9821,0.9376,0.5455
8,pcb2,100.00,0.9044,0.9593,0.9017,0.1027
9,pcb3,100.00,0.8617,0.9383,0.8721,0.1994
10,pcb4,100.00,0.9731,0.9386,0.9572,0.1741
11,pipe_fryum,98.67,0.9548,0.9822,0.9775,0.3118
Mean,Overall,99.83,0.9000*,0.9295*,0.9069*,0.2381*
