timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 16:50:25,0,39,1.0,0.9321983492348923,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9321983492348923,1.0
2025-12-29 16:52:13,1,39,1.0,0.9321983492348923,1.0,0.9055973266499582,0.8916880399006059,1.0,-1,-1,-1.0,-1,-1,-1.0,0.9527986633249791,0.9119431945677491,1.0
2025-12-29 16:53:59,2,39,1.0,0.9321983492348923,1.0,0.9055973266499582,0.8916880399006059,1.0,0.7916666666666667,0.9319894710221522,1.0,-1,-1,-1.0,0.8990879977722083,0.9186252867192168,1.0
2025-12-29 16:56:24,3,39,1.0,0.9321983492348923,1.0,0.9055973266499582,0.8916880399006059,1.0,0.7916666666666667,0.9319894710221522,1.0,0.43861447017831523,0.8364016559082752,1.0,0.783969615873735,0.8980693790164814,1.0
