Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9820,1.0000,0.7005
1,cable,100.00,0.9895,0.9773,0.9947,0.6282
2,capsule,100.00,0.9649,0.9868,0.9919,0.4010
3,carpet,100.00,0.9964,0.9887,0.9989,0.5965
4,grid,100.00,0.9925,0.9760,0.9975,0.2546
5,hazelnut,100.00,1.0000,0.9873,1.0000,0.5924
6,leather,100.00,1.0000,0.9928,1.0000,0.4274
7,metal_nut,100.00,1.0000,0.9727,1.0000,0.7812
8,pill,100.00,0.9899,0.9898,0.9983,0.8042
9,screw,100.00,0.9141,0.9815,0.9648,0.2120
10,tile,100.00,1.0000,0.9632,1.0000,0.5943
11,toothbrush,100.00,0.9111,0.9847,0.9619,0.5225
12,transistor,100.00,0.9979,0.9672,0.9969,0.6505
13,wood,100.00,0.9912,0.9397,0.9972,0.4473
14,zipper,100.00,0.9913,0.9756,0.9978,0.3524
Mean,Overall,100.00,0.9826*,0.9777*,0.9933*,0.5310*
