Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9694,1.0000,0.5019
1,cable,100.00,0.9773,0.9675,0.9877,0.6509
2,capsule,100.00,0.8979,0.9856,0.9746,0.3583
3,carpet,100.00,0.9908,0.9817,0.9974,0.3846
4,grid,100.00,0.9891,0.9731,0.9963,0.2381
5,hazelnut,100.00,0.9961,0.9856,0.9979,0.5182
6,leather,100.00,1.0000,0.9863,1.0000,0.2710
7,metal_nut,100.00,1.0000,0.9815,1.0000,0.8531
8,pill,100.00,0.9782,0.9894,0.9962,0.8414
9,screw,100.00,0.8323,0.9738,0.9317,0.1709
10,tile,100.00,1.0000,0.9625,1.0000,0.6966
11,toothbrush,100.00,0.8111,0.9856,0.8899,0.5446
12,transistor,100.00,0.9908,0.9547,0.9834,0.6434
13,wood,100.00,0.9825,0.9296,0.9943,0.3677
14,zipper,100.00,0.9724,0.9681,0.9917,0.2850
Mean,Overall,100.00,0.9612*,0.9730*,0.9827*,0.4884*
