Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8169,0.9654,0.7622,0.1734
1,capsules,100.00,0.6888,0.9533,0.7794,0.1825
2,cashew,100.00,0.8164,0.9748,0.9007,0.3837
3,chewinggum,100.00,0.8253,0.9857,0.8719,0.4473
4,fryum,100.00,0.9552,0.9045,0.9788,0.4245
5,macaroni1,100.00,0.7359,0.9732,0.6762,0.0564
6,macaroni2,100.00,0.6859,0.8940,0.6593,0.0075
7,pcb1,100.00,0.8313,0.9875,0.7755,0.3903
8,pcb2,100.00,0.7529,0.9638,0.7400,0.0939
9,pcb3,100.00,0.7729,0.9728,0.7781,0.2332
10,pcb4,100.00,0.9443,0.9673,0.8886,0.2246
11,pipe_fryum,100.00,0.9106,0.9860,0.9392,0.4911
Mean,Overall,100.00,0.8114*,0.9607*,0.8125*,0.2590*
