timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 10:44:51,9,79,0.8169,0.9654122537884992,1.0,0.6888333333333334,0.9533053840132972,1.0,0.8163999999999999,0.9747935507100922,1.0,0.8253,0.9857237757673982,1.0,0.9552,0.9045417905137421,1.0,0.7359,0.9731838022196455,1.0,0.6859,0.8940068887620295,1.0,0.8312999999999999,0.987538679757316,1.0,0.7529,0.9638325811103808,1.0,0.7728712871287129,0.9727871852485064,1.0,0.7881504620462046,0.9575125891890908,1.0
