timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-30 07:22:12,11,79,1.0,0.9038475684850462,1.0,0.9220389805097451,0.9131968841603437,1.0,0.7690466693258875,0.9240760578636983,1.0,0.971107544141252,0.9494727259190477,1.0,0.9373433583959899,0.9064569098208212,1.0,1.0,0.9488174336638663,1.0,0.9819159335288368,0.9469332906323783,1.0,0.8832515002727768,0.9421963216488928,1.0,0.4295962287353966,0.8570667852143062,1.0,1.0,0.897470234427664,1.0,0.9500000000000001,0.9337913763914276,0.9761904761904762,0.8062500000000001,0.9484318644434405,1.0,0.8875458512424904,0.9226464543892443,0.998015873015873
