timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-30 07:01:57,6,79,1.0,0.9038475684850462,1.0,0.9220389805097451,0.9131968841603437,1.0,0.7690466693258875,0.9240760578636983,1.0,0.971107544141252,0.9494727259190477,1.0,0.9373433583959899,0.9064569098208212,1.0,1.0,0.9488174336638663,1.0,0.9819159335288368,0.9469332906323783,1.0,0.9402074979859586,0.9275429815064574,1.0
