Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9841,1.0000,0.7465
1,cable,100.00,0.9893,0.9758,0.9937,0.6559
2,capsule,100.00,0.9533,0.9865,0.9893,0.4204
3,carpet,100.00,0.9940,0.9899,0.9982,0.6354
4,grid,100.00,0.9833,0.9768,0.9944,0.2624
5,hazelnut,100.00,0.9996,0.9874,0.9998,0.5936
6,leather,100.00,1.0000,0.9936,1.0000,0.4568
7,metal_nut,100.00,1.0000,0.9719,1.0000,0.7606
8,pill,100.00,0.9907,0.9896,0.9985,0.8105
9,screw,100.00,0.9115,0.9763,0.9627,0.2257
10,tile,100.00,1.0000,0.9693,1.0000,0.7152
11,toothbrush,100.00,0.8889,0.9846,0.9478,0.6129
12,transistor,100.00,0.9954,0.9671,0.9923,0.6478
13,wood,100.00,0.9816,0.9419,0.9942,0.4812
14,zipper,100.00,0.9884,0.9745,0.9968,0.3533
Mean,Overall,100.00,0.9784*,0.9779*,0.9912*,0.5585*
