timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-06 23:18:03,14,59,1.0,0.9841148717264057,1.0,0.9893178410794603,0.9758283413687587,1.0,0.9533306741124852,0.9864547651165197,1.0,0.9939807383627608,0.9898854679149046,1.0,0.9832915622389307,0.976755174307028,1.0,0.9996428571428572,0.9873758694461572,1.0,1.0,0.9935898174182042,1.0,1.0,0.9718587238179105,1.0,0.9907255864702673,0.9895558811274847,1.0,0.9114572658331626,0.9763406326366986,1.0,1.0,0.9692608625779374,1.0,0.8888888888888888,0.9845886577074647,1.0,0.9954166666666666,0.9670952643231888,1.0,0.9815789473684211,0.9419128584635844,1.0,0.9884453781512605,0.9744993452656556,1.0,0.978405093754344,0.9779411022145269,1.0
