Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9847,1.0000,0.7561
1,cable,100.00,0.9368,0.9163,0.9672,0.5274
2,capsule,100.00,0.7926,0.9832,0.9479,0.4403
3,carpet,100.00,0.9952,0.9908,0.9986,0.6500
4,grid,100.00,0.8680,0.9208,0.9536,0.2224
5,hazelnut,100.00,0.9914,0.9795,0.9961,0.5511
6,leather,100.00,1.0000,0.9929,1.0000,0.4175
7,metal_nut,100.00,0.9751,0.8687,0.9948,0.5460
8,pill,100.00,0.9340,0.9870,0.9868,0.8194
9,screw,100.00,0.6223,0.9244,0.8283,0.0548
10,tile,100.00,1.0000,0.9706,1.0000,0.7023
11,toothbrush,100.00,0.8417,0.9573,0.9364,0.4598
12,transistor,100.00,0.9263,0.7525,0.9275,0.4813
13,wood,100.00,0.9807,0.9447,0.9941,0.5108
14,zipper,100.00,0.9480,0.9668,0.9842,0.3377
Mean,Overall,100.00,0.9208*,0.9427*,0.9677*,0.4985*
