timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 03:27:41,2,99,0.8961,0.8941642496707788,1.0,0.8713333333333334,0.9671418336970936,1.0,0.9742,0.9814275931330732,1.0,0.9138777777777779,0.947577892166982,1.0
