timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 04:59:04,8,99,0.8961,0.8941642496707788,1.0,0.8713333333333334,0.9671418336970936,1.0,0.9742,0.9814275931330732,1.0,0.9326,0.9522470902522979,1.0,0.9366,0.9376002639383086,1.0,0.8798,0.9263501721765443,1.0,0.6979000000000001,0.8210048272057052,1.0,0.9505000000000001,0.9843206099709538,1.0,0.9188000000000001,0.9613703841893305,1.0,0.895314814814815,0.9361807804704539,1.0
