Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8961,0.8942,0.9165,0.0629
1,capsules,100.00,0.8713,0.9671,0.9298,0.2968
2,cashew,100.00,0.9742,0.9814,0.9864,0.6968
3,chewinggum,99.33,0.9326,0.9468,0.9691,0.1245
4,fryum,100.00,0.9366,0.9376,0.9699,0.3052
5,macaroni1,100.00,0.8798,0.9264,0.8739,0.0302
6,macaroni2,100.00,0.6979,0.8210,0.6520,0.0092
7,pcb1,100.00,0.9505,0.9843,0.9441,0.5854
8,pcb2,100.00,0.9188,0.9614,0.9185,0.0993
9,pcb3,100.00,0.8865,0.9524,0.8980,0.1913
10,pcb4,100.00,0.9717,0.9520,0.9520,0.1861
11,pipe_fryum,98.67,0.9546,0.9844,0.9773,0.3217
Mean,Overall,99.83,0.9059*,0.9424*,0.9156*,0.2424*
