timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 17:15:39,7,59,1.0,0.9667856469728524,1.0,0.9925037481259371,0.9766568858413567,1.0,0.9637016354208217,0.9843166711329497,1.0,0.9879614767255216,0.9808555603364867,1.0,0.9908103592314119,0.9740871018445876,1.0,1.0,0.984594322994016,1.0,1.0,0.9791629186901876,1.0,1.0,0.9827863016560092,1.0,0.9918721524379615,0.9786556761835556,1.0
