timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 16:33:06,2,39,1.0,0.9319129585685362,1.0,0.9047619047619049,0.8914611597781992,1.0,0.7845833333333333,0.9320037356893951,1.0,0.8964484126984127,0.9184592846787102,1.0
